AN;MN;Symbol;AW;u_AW;Abundance;u_Abundance;isoSymbol;allIsoSymbol
24;43;Cr;42.99753;0.00435;0;0;43Cr;43Cr
24;44;Cr;43.98536;0.00325;0;0;44Cr;44Cr
24;45;Cr;44.97905;0.000038;0;0;45Cr;45Cr
24;46;Cr;45.968359;0.000021;0;0;46Cr;46Cr
24;47;Cr;46.9628974;0.0000075;0;0;47Cr;47Cr
24;48;Cr;47.9540291;0.0000079;0;0;48Cr;48Cr
24;49;Cr;48.9513333;0.0000025;0;0;49Cr;49Cr
24;50;Cr;49.94604183;0.00000094;0.04345;0.00013;50Cr;50Cr
24;51;Cr;50.94476502;0.00000094;0;0;51Cr;51Cr
24;52;Cr;51.94050623;0.00000063;0.83789;0.00018;Cr;52Cr
24;53;Cr;52.94064815;0.00000062;0.09501;0.00017;53Cr;53Cr
24;54;Cr;53.93887916;0.00000061;0.02365;0.00007;54Cr;54Cr
24;55;Cr;54.94083843;0.00000064;0;0;55Cr;55Cr
24;56;Cr;55.9406531;0.000002;0;0;56Cr;56Cr
24;57;Cr;56.943613;0.000002;0;0;57Cr;57Cr
24;58;Cr;57.94435;0.00022;0;0;58Cr;58Cr
24;59;Cr;58.94859;0.00026;0;0;59Cr;59Cr
24;60;Cr;59.95008;0.00023;0;0;60Cr;60Cr
24;61;Cr;60.95442;0.00014;0;0;61Cr;61Cr
24;62;Cr;61.9561;0.00016;0;0;62Cr;62Cr
24;63;Cr;62.96165;0.00049;0;0;63Cr;63Cr
24;64;Cr;63.96408;0.00325;0;0;64Cr;64Cr
24;65;Cr;64.96996;0.00325;0;0;65Cr;65Cr
24;66;Cr;65.97366;0.00545;0;0;66Cr;66Cr
24;67;Cr;66.98016;0.00545;0;0;67Cr;67Cr
24;68;Cr;67.98403;0.00755;0;0;68Cr;68Cr
25;44;Mn;44.00715;0.00545;0;0;44Mn;44Mn
25;45;Mn;44.99449;0.00435;0;0;45Mn;45Mn
25;46;Mn;45.98609;0.00435;0;0;46Mn;46Mn
25;47;Mn;46.975775;0.000034;0;0;47Mn;47Mn
25;48;Mn;47.96852;0.00018;0;0;48Mn;48Mn
25;49;Mn;48.959595;0.000011;0;0;49Mn;49Mn
25;50;Mn;49.95423778;0.00000095;0;0;50Mn;50Mn
25;51;Mn;50.94820847;0.00000094;0;0;51Mn;51Mn
25;52;Mn;51.9455639;0.000002;0;0;52Mn;52Mn
25;53;Mn;52.94128889;0.00000068;0;0;53Mn;53Mn
25;54;Mn;53.9403576;0.0000012;0;0;54Mn;54Mn
25;55;Mn;54.93804391;0.00000048;1;0;Mn;55Mn
25;56;Mn;55.93890369;0.00000049;0;0;56Mn;56Mn
25;57;Mn;56.9382861;0.0000016;0;0;57Mn;57Mn
25;58;Mn;57.9400666;0.0000029;0;0;58Mn;58Mn
25;59;Mn;58.9403911;0.0000025;0;0;59Mn;59Mn
25;60;Mn;59.9431366;0.0000025;0;0;60Mn;60Mn
25;61;Mn;60.9444525;0.0000025;0;0;61Mn;61Mn
25;62;Mn;61.94795;0.00165;0;0;62Mn;62Mn
25;63;Mn;62.9496647;0.000004;0;0;63Mn;63Mn
25;64;Mn;63.9538494;0.0000038;0;0;64Mn;64Mn
25;65;Mn;64.9560198;0.000004;0;0;65Mn;65Mn
25;66;Mn;65.960547;0.000012;0;0;66Mn;66Mn
25;67;Mn;66.96424;0.00435;0;0;67Mn;67Mn
25;68;Mn;67.96962;0.00545;0;0;68Mn;68Mn
25;69;Mn;68.97366;0.00645;0;0;69Mn;69Mn
25;70;Mn;69.97937;0.00755;0;0;70Mn;70Mn
25;71;Mn;70.98368;0.00755;0;0;71Mn;71Mn
26;45;Fe;45.01442;0.00435;0;0;45Fe;45Fe
26;46;Fe;46.00063;0.00545;0;0;46Fe;46Fe
26;47;Fe;46.99185;0.00545;0;0;47Fe;47Fe
26;48;Fe;47.98023;0.00435;0;0;48Fe;48Fe
26;49;Fe;48.973429;0.000026;0;0;49Fe;49Fe
26;50;Fe;49.962975;0.000064;0;0;50Fe;50Fe
26;51;Fe;50.956841;0.0000096;0;0;51Fe;51Fe
26;52;Fe;51.9481131;0.000007;0;0;52Fe;52Fe
26;53;Fe;52.9453064;0.0000018;0;0;53Fe;53Fe
26;54;Fe;53.93960899;0.00000053;0.05845;0.00035;54Fe;54Fe
26;55;Fe;54.93829199;0.00000051;0;0;55Fe;55Fe
26;56;Fe;55.93493633;0.00000049;0.91754;0.00036;Fe;56Fe
26;57;Fe;56.93539284;0.00000049;0.02119;0.0001;57Fe;57Fe
26;58;Fe;57.93327443;0.00000053;0.00282;0.00004;58Fe;58Fe
26;59;Fe;58.93487434;0.00000054;0;0;59Fe;59Fe
26;60;Fe;59.9340711;0.0000037;0;0;60Fe;60Fe
26;61;Fe;60.9367462;0.0000028;0;0;61Fe;61Fe
26;62;Fe;61.9367918;0.000003;0;0;62Fe;62Fe
26;63;Fe;62.9402727;0.0000046;0;0;63Fe;63Fe
26;64;Fe;63.9409878;0.0000054;0;0;64Fe;64Fe
26;65;Fe;64.9450115;0.0000073;0;0;65Fe;65Fe
26;66;Fe;65.94625;0.0000044;0;0;66Fe;66Fe
26;67;Fe;66.95054;0.00023;0;0;67Fe;67Fe
26;68;Fe;67.95295;0.00039;0;0;68Fe;68Fe
26;69;Fe;68.95807;0.00435;0;0;69Fe;69Fe
26;70;Fe;69.96102;0.00545;0;0;70Fe;70Fe
26;71;Fe;70.96672;0.00645;0;0;71Fe;71Fe
26;72;Fe;71.96983;0.00755;0;0;72Fe;72Fe
26;73;Fe;72.97572;0.00755;0;0;73Fe;73Fe
26;74;Fe;73.97935;0.00865;0;0;74Fe;74Fe
27;47;Co;47.01057;0.00865;0;0;47Co;47Co
27;48;Co;48.00093;0.00865;0;0;48Co;48Co
27;49;Co;48.98891;0.00755;0;0;49Co;49Co
27;50;Co;49.98091;0.00645;0;0;50Co;50Co
27;51;Co;50.970647;0.000052;0;0;51Co;51Co
27;52;Co;51.96351;0.00215;0;0;52Co;52Co
27;53;Co;52.9542041;0.0000019;0;0;53Co;53Co
27;54;Co;53.94845987;0.00000054;0;0;54Co;54Co
27;55;Co;54.9419972;0.00000057;0;0;55Co;55Co
27;56;Co;55.9398388;0.00000063;0;0;56Co;56Co
27;57;Co;56.93629057;0.00000066;0;0;57Co;57Co
27;58;Co;57.9357521;0.0000013;0;0;58Co;58Co
27;59;Co;58.93319429;0.00000056;1;0;Co;59Co
27;60;Co;59.9338163;0.00000056;0;0;60Co;60Co
27;61;Co;60.93247662;0.00000095;0;0;61Co;61Co
27;62;Co;61.934059;0.00002;0;0;62Co;62Co
27;63;Co;62.9336;0.00002;0;0;63Co;63Co
27;64;Co;63.935811;0.000021;0;0;64Co;64Co
27;65;Co;64.9364621;0.0000022;0;0;65Co;65Co
27;66;Co;65.939443;0.000015;0;0;66Co;66Co
27;67;Co;66.9406096;0.0000069;0;0;67Co;67Co
27;68;Co;67.94426;0.00016;0;0;68Co;68Co
27;69;Co;68.94614;0.0002;0;0;69Co;69Co
27;70;Co;69.94963;0.00032;0;0;70Co;70Co
27;71;Co;70.95237;0.0005;0;0;71Co;71Co
27;72;Co;71.95729;0.00435;0;0;72Co;72Co
27;73;Co;72.96039;0.00545;0;0;73Co;73Co
27;74;Co;73.96515;0.00645;0;0;74Co;74Co
27;75;Co;74.96876;0.00755;0;0;75Co;75Co
27;76;Co;75.97413;0.00865;0;0;76Co;76Co
28;48;Ni;48.01769;0.00545;0;0;48Ni;48Ni
28;49;Ni;49.0077;0.00865;0;0;49Ni;49Ni
28;50;Ni;49.99474;0.00865;0;0;50Ni;50Ni
28;51;Ni;50.98611;0.00865;0;0;51Ni;51Ni
28;52;Ni;51.9748;0.00755;0;0;52Ni;52Ni
28;53;Ni;52.96819;0.000027;0;0;53Ni;53Ni
28;54;Ni;53.957892;0.000054;0;0;54Ni;54Ni
28;55;Ni;54.95133063;0.00000085;0;0;55Ni;55Ni
28;56;Ni;55.94212855;0.00000057;0;0;56Ni;56Ni
28;57;Ni;56.93979218;0.00000071;0;0;57Ni;57Ni
28;58;Ni;57.93534241;0.00000052;0.68077;0.00019;Ni;58Ni
28;59;Ni;58.9343462;0.00000052;0;0;59Ni;59Ni
28;60;Ni;59.93078588;0.00000052;0.26223;0.00015;60Ni;60Ni
28;61;Ni;60.93105557;0.00000052;0.011399;0.000013;61Ni;61Ni
28;62;Ni;61.92834537;0.00000055;0.036346;0.00004;62Ni;62Ni
28;63;Ni;62.92966963;0.00000056;0;0;63Ni;63Ni
28;64;Ni;63.92796682;0.00000058;0.009255;0.000019;64Ni;64Ni
28;65;Ni;64.93008517;0.0000006;0;0;65Ni;65Ni
28;66;Ni;65.9291393;0.0000015;0;0;66Ni;66Ni
28;67;Ni;66.9315694;0.0000031;0;0;67Ni;67Ni
28;68;Ni;67.9318688;0.0000032;0;0;68Ni;68Ni
28;69;Ni;68.9356103;0.000004;0;0;69Ni;69Ni
28;70;Ni;69.9364313;0.0000023;0;0;70Ni;70Ni
28;71;Ni;70.940519;0.0000024;0;0;71Ni;71Ni
28;72;Ni;71.9417859;0.0000024;0;0;72Ni;72Ni
28;73;Ni;72.9462067;0.0000026;0;0;73Ni;73Ni
28;74;Ni;73.94798;0.00435;0;0;74Ni;74Ni
28;75;Ni;74.9525;0.00325;0;0;75Ni;75Ni
28;76;Ni;75.95533;0.00545;0;0;76Ni;76Ni
28;77;Ni;76.96055;0.00545;0;0;77Ni;77Ni
28;78;Ni;77.96336;0.00865;0;0;78Ni;78Ni
28;79;Ni;78.97025;0.00865;0;0;79Ni;79Ni
29;52;Cu;51.99671;0.00865;0;0;52Cu;52Cu
29;53;Cu;52.98459;0.00865;0;0;53Cu;53Cu
29;54;Cu;53.97666;0.00545;0;0;54Cu;54Cu
29;55;Cu;54.96604;0.00017;0;0;55Cu;55Cu
29;56;Cu;55.95895;0.00215;0;0;56Cu;56Cu
29;57;Cu;56.9492125;0.00000066;0;0;57Cu;57Cu
29;58;Cu;57.94453305;0.0000007;0;0;58Cu;58Cu
29;59;Cu;58.93949748;0.00000067;0;0;59Cu;59Cu
29;60;Cu;59.9373645;0.0000018;0;0;60Cu;60Cu
29;61;Cu;60.9334576;0.000001;0;0;61Cu;61Cu
29;62;Cu;61.93259541;0.00000075;0;0;62Cu;62Cu
29;63;Cu;62.92959772;0.00000056;0.6915;0.0015;Cu;63Cu
29;64;Cu;63.92976434;0.00000056;0;0;64Cu;64Cu
29;65;Cu;64.9277897;0.00000071;0.3085;0.0015;65Cu;65Cu
29;66;Cu;65.92886903;0.00000072;0;0;66Cu;66Cu
29;67;Cu;66.9277303;0.0000013;0;0;67Cu;67Cu
29;68;Cu;67.9296109;0.0000017;0;0;68Cu;68Cu
29;69;Cu;68.9294293;0.0000015;0;0;69Cu;69Cu
29;70;Cu;69.9323921;0.0000012;0;0;70Cu;70Cu
29;71;Cu;70.9326768;0.0000016;0;0;71Cu;71Cu
29;72;Cu;71.9358203;0.0000015;0;0;72Cu;72Cu
29;73;Cu;72.9366744;0.0000021;0;0;73Cu;73Cu
29;74;Cu;73.9398749;0.0000066;0;0;74Cu;74Cu
29;75;Cu;74.9415226;0.0000025;0;0;75Cu;75Cu
29;76;Cu;75.945275;0.0000072;0;0;76Cu;76Cu
29;77;Cu;76.94792;0.00165;0;0;77Cu;77Cu
29;78;Cu;77.95223;0.00054;0;0;78Cu;78Cu
29;79;Cu;78.95502;0.00435;0;0;79Cu;79Cu
29;80;Cu;79.96089;0.00645;0;0;80Cu;80Cu
29;81;Cu;80.96587;0.00865;0;0;81Cu;81Cu
29;82;Cu;81.97244;0.00865;0;0;82Cu;82Cu
30;54;Zn;53.99204;0.00755;0;0;54Zn;54Zn
30;55;Zn;54.98398;0.00755;0;0;55Zn;55Zn
30;56;Zn;55.97254;0.00545;0;0;56Zn;56Zn
30;57;Zn;56.96506;0.00225;0;0;57Zn;57Zn
30;58;Zn;57.954591;0.000054;0;0;58Zn;58Zn
30;59;Zn;58.94931266;0.00000089;0;0;59Zn;59Zn
30;60;Zn;59.9418421;0.00000069;0;0;60Zn;60Zn
30;61;Zn;60.939507;0.000017;0;0;61Zn;61Zn
30;62;Zn;61.93433397;0.00000073;0;0;62Zn;62Zn
30;63;Zn;62.9332115;0.0000017;0;0;63Zn;63Zn
30;64;Zn;63.92914201;0.00000071;0.4917;0.0075;Zn;64Zn
30;65;Zn;64.92924077;0.00000071;0;0;65Zn;65Zn
30;66;Zn;65.92603381;0.00000094;0.2773;0.0098;66Zn;66Zn
30;67;Zn;66.92712775;0.00000096;0.0404;0.0016;67Zn;67Zn
30;68;Zn;67.92484455;0.00000098;0.1845;0.0063;68Zn;68Zn
30;69;Zn;68.9265507;0.000001;0;0;69Zn;69Zn
30;70;Zn;69.9253192;0.0000021;0.0061;0.001;70Zn;70Zn
30;71;Zn;70.9277196;0.0000028;0;0;71Zn;71Zn
30;72;Zn;71.9268428;0.0000023;0;0;72Zn;72Zn
30;73;Zn;72.9295826;0.000002;0;0;73Zn;73Zn
30;74;Zn;73.9294073;0.0000027;0;0;74Zn;74Zn
30;75;Zn;74.9328402;0.0000021;0;0;75Zn;75Zn
30;76;Zn;75.933115;0.0000016;0;0;76Zn;76Zn
30;77;Zn;76.9368872;0.0000021;0;0;77Zn;77Zn
30;78;Zn;77.9382892;0.0000021;0;0;78Zn;78Zn
30;79;Zn;78.9426381;0.0000024;0;0;79Zn;79Zn
30;80;Zn;79.9445529;0.0000028;0;0;80Zn;80Zn
30;81;Zn;80.9504026;0.0000054;0;0;81Zn;81Zn
30;82;Zn;81.95426;0.00325;0;0;82Zn;82Zn
30;83;Zn;82.96056;0.00545;0;0;83Zn;83Zn
30;84;Zn;83.96521;0.00645;0;0;84Zn;84Zn
30;85;Zn;84.97226;0.00755;0;0;85Zn;85Zn
31;56;Ga;55.99536;0.00645;0;0;56Ga;56Ga
31;57;Ga;56.9832;0.00325;0;0;57Ga;57Ga
31;58;Ga;57.97478;0.00215;0;0;58Ga;58Ga
31;59;Ga;58.96353;0.00185;0;0;59Ga;59Ga
31;60;Ga;59.95729;0.00215;0;0;60Ga;60Ga
31;61;Ga;60.949399;0.000041;0;0;61Ga;61Ga
31;62;Ga;61.94419025;0.00000075;0;0;62Ga;62Ga
31;63;Ga;62.9392942;0.0000014;0;0;63Ga;63Ga
31;64;Ga;63.9368404;0.0000015;0;0;64Ga;64Ga
31;65;Ga;64.93273459;0.00000088;0;0;65Ga;65Ga
31;66;Ga;65.9315894;0.0000034;0;0;66Ga;66Ga
31;67;Ga;66.9282025;0.0000013;0;0;67Ga;67Ga
31;68;Ga;67.9279805;0.0000016;0;0;68Ga;68Ga
31;69;Ga;68.9255735;0.0000013;0.60108;0.00009;Ga;69Ga
31;70;Ga;69.9260219;0.0000013;0;0;70Ga;70Ga
31;71;Ga;70.92470258;0.00000087;0.39892;0.00009;71Ga;71Ga
31;72;Ga;71.92636747;0.00000088;0;0;72Ga;72Ga
31;73;Ga;72.9251747;0.0000018;0;0;73Ga;73Ga
31;74;Ga;73.9269457;0.0000032;0;0;74Ga;74Ga
31;75;Ga;74.9265002;0.0000026;0;0;75Ga;75Ga
31;76;Ga;75.9288276;0.0000021;0;0;76Ga;76Ga
31;77;Ga;76.9291543;0.0000026;0;0;77Ga;77Ga
31;78;Ga;77.9316088;0.000002;0;0;78Ga;78Ga
31;79;Ga;78.9328523;0.000002;0;0;79Ga;79Ga
31;80;Ga;79.9364208;0.0000031;0;0;80Ga;80Ga
31;81;Ga;80.9381338;0.0000035;0;0;81Ga;81Ga
31;82;Ga;81.9431765;0.0000026;0;0;82Ga;82Ga
31;83;Ga;82.9471203;0.0000028;0;0;83Ga;83Ga
31;84;Ga;83.95246;0.00435;0;0;84Ga;84Ga
31;85;Ga;84.95699;0.00325;0;0;85Ga;85Ga
31;86;Ga;85.96301;0.00755;0;0;86Ga;86Ga
31;87;Ga;86.96824;0.00865;0;0;87Ga;87Ga
32;58;Ge;57.99172;0.00435;0;0;58Ge;58Ge
32;59;Ge;58.98249;0.00325;0;0;59Ge;59Ge
32;60;Ge;59.97036;0.00215;0;0;60Ge;60Ge
32;61;Ge;60.96379;0.00325;0;0;61Ge;61Ge
32;62;Ge;61.95502;0.00155;0;0;62Ge;62Ge
32;63;Ge;62.949628;0.00004;0;0;63Ge;63Ge
32;64;Ge;63.9416899;0.000004;0;0;64Ge;64Ge
32;65;Ge;64.9393681;0.0000023;0;0;65Ge;65Ge
32;66;Ge;65.9338621;0.0000026;0;0;66Ge;66Ge
32;67;Ge;66.9327339;0.000005;0;0;67Ge;67Ge
32;68;Ge;67.9280953;0.000002;0;0;68Ge;68Ge
32;69;Ge;68.9279645;0.0000014;0;0;69Ge;69Ge
32;70;Ge;69.92424875;0.0000009;0.2057;0.0027;70Ge;70Ge
32;71;Ge;70.92495233;0.0000009;0;0;71Ge;71Ge
32;72;Ge;71.922075826;0.000000081;0.2745;0.0032;72Ge;72Ge
32;73;Ge;72.923458956;0.000000061;0.0775;0.0012;73Ge;73Ge
32;74;Ge;73.921177761;0.000000013;0.365;0.002;Ge;74Ge
32;75;Ge;74.92285837;0.000000055;0;0;75Ge;75Ge
32;76;Ge;75.921402726;0.000000019;0.0773;0.0012;76Ge;76Ge
32;77;Ge;76.923549843;0.000000057;0;0;77Ge;77Ge
32;78;Ge;77.9228529;0.0000038;0;0;78Ge;78Ge
32;79;Ge;78.92536;0.00004;0;0;79Ge;79Ge
32;80;Ge;79.9253508;0.0000022;0;0;80Ge;80Ge
32;81;Ge;80.9288329;0.0000022;0;0;81Ge;81Ge
32;82;Ge;81.929774;0.0000024;0;0;82Ge;82Ge
32;83;Ge;82.9345391;0.0000026;0;0;83Ge;83Ge
32;84;Ge;83.9375751;0.0000034;0;0;84Ge;84Ge
32;85;Ge;84.9429697;0.000004;0;0;85Ge;85Ge
32;86;Ge;85.94658;0.00325;0;0;86Ge;86Ge
32;87;Ge;86.95268;0.00435;0;0;87Ge;87Ge
32;88;Ge;87.95691;0.00545;0;0;88Ge;88Ge
32;89;Ge;88.96379;0.00645;0;0;89Ge;89Ge
32;90;Ge;89.96863;0.00755;0;0;90Ge;90Ge
33;60;As;59.99388;0.00435;0;0;60As;60As
33;61;As;60.98112;0.00325;0;0;61As;61As
33;62;As;61.97361;0.00325;0;0;62As;62As
33;63;As;62.9639;0.00215;0;0;63As;63As
33;64;As;63.95743;0.00335;0;0;64As;64As
33;65;As;64.949611;0.000091;0;0;65As;65As
33;66;As;65.9441488;0.0000061;0;0;66As;66As
33;67;As;66.93925111;0.00000048;0;0;67As;67As
33;68;As;67.9367741;0.000002;0;0;68As;68As
33;69;As;68.932246;0.000034;0;0;69As;69As
33;70;As;69.930926;0.000054;0;0;70As;70As
33;71;As;70.9271138;0.0000045;0;0;71As;71As
33;72;As;71.9267523;0.0000044;0;0;72As;72As
33;73;As;72.9238291;0.0000041;0;0;73As;73As
33;74;As;73.9239286;0.0000018;0;0;74As;74As
33;75;As;74.92159457;0.00000095;1;0;As;75As
33;76;As;75.92239202;0.00000095;0;0;76As;76As
33;77;As;76.9206476;0.0000018;0;0;77As;77As
33;78;As;77.921828;0.000011;0;0;78As;78As
33;79;As;78.9209484;0.0000058;0;0;79As;79As
33;80;As;79.9224746;0.0000036;0;0;80As;80As
33;81;As;80.9221323;0.0000029;0;0;81As;81As
33;82;As;81.9247412;0.0000046;0;0;82As;82As
33;83;As;82.9252069;0.000003;0;0;83As;83As
33;84;As;83.9293033;0.0000034;0;0;84As;84As
33;85;As;84.9321637;0.0000033;0;0;85As;85As
33;86;As;85.9367015;0.0000037;0;0;86As;86As
33;87;As;86.9402917;0.0000032;0;0;87As;87As
33;88;As;87.94555;0.00215;0;0;88As;88As
33;89;As;88.94976;0.00325;0;0;89As;89As
33;90;As;89.95563;0.00645;0;0;90As;90As
33;91;As;90.96039;0.00645;0;0;91As;91As
33;92;As;91.96674;0.00755;0;0;92As;92As
34;64;Se;63.97109;0.00545;0;0;64Se;64Se
34;65;Se;64.9644;0.00645;0;0;65Se;65Se
34;66;Se;65.95559;0.00325;0;0;66Se;66Se
34;67;Se;66.949994;0.000072;0;0;67Se;67Se
34;68;Se;67.94182524;0.00000053;0;0;68Se;68Se
34;69;Se;68.9394148;0.0000016;0;0;69Se;69Se
34;70;Se;69.9335155;0.0000017;0;0;70Se;70Se
34;71;Se;70.9322094;0.000003;0;0;71Se;71Se
34;72;Se;71.9271405;0.0000021;0;0;72Se;72Se
34;73;Se;72.9267549;0.000008;0;0;73Se;73Se
34;74;Se;73.922475934;0.000000015;0.0089;0.0004;74Se;74Se
34;75;Se;74.92252287;0.000000078;0;0;75Se;75Se
34;76;Se;75.919213704;0.000000017;0.0937;0.0029;76Se;76Se
34;77;Se;76.919914154;0.000000067;0.0763;0.0016;77Se;77Se
34;78;Se;77.91730928;0.0000002;0.2377;0.0028;78Se;78Se
34;79;Se;78.91849929;0.00000024;0;0;79Se;79Se
34;80;Se;79.9165218;0.0000013;0.4961;0.0041;Se;80Se
34;81;Se;80.917993;0.0000014;0;0;81Se;81Se
34;82;Se;81.9166995;0.0000015;0.0873;0.0022;82Se;82Se
34;83;Se;82.9191186;0.0000036;0;0;83Se;83Se
34;84;Se;83.9184668;0.0000021;0;0;84Se;84Se
34;85;Se;84.9222608;0.0000028;0;0;85Se;85Se
34;86;Se;85.9243117;0.0000027;0;0;86Se;86Se
34;87;Se;86.9286886;0.0000024;0;0;87Se;87Se
34;88;Se;87.9314175;0.0000036;0;0;88Se;88Se
34;89;Se;88.9366691;0.000004;0;0;89Se;89Se
34;90;Se;89.9401;0.00035;0;0;90Se;90Se
34;91;Se;90.94596;0.00545;0;0;91Se;91Se
34;92;Se;91.94984;0.00645;0;0;92Se;92Se
34;93;Se;92.95629;0.00865;0;0;93Se;93Se
34;94;Se;93.96049;0.00865;0;0;94Se;94Se
34;95;Se;94.9673;0.00865;0;0;95Se;95Se
35;67;Br;66.96465;0.00545;0;0;67Br;67Br
35;68;Br;67.95873;0.00335;0;0;68Br;68Br
35;69;Br;68.950497;0.00004;0;0;69Br;69Br
35;70;Br;69.944792;0.000016;0;0;70Br;70Br
35;71;Br;70.9393422;0.0000058;0;0;71Br;71Br
35;72;Br;71.9365886;0.0000072;0;0;72Br;72Br
35;73;Br;72.9316715;0.0000078;0;0;73Br;73Br
35;74;Br;73.9299102;0.0000063;0;0;74Br;74Br
35;75;Br;74.9258105;0.0000046;0;0;75Br;75Br
35;76;Br;75.924542;0.00001;0;0;76Br;76Br
35;77;Br;76.9213792;0.000003;0;0;77Br;77Br
35;78;Br;77.9211459;0.0000038;0;0;78Br;78Br
35;79;Br;78.9183376;0.0000014;0.5069;0.0007;Br;79Br
35;80;Br;79.9185298;0.0000014;0;0;80Br;80Br
35;81;Br;80.9162897;0.0000014;0.4931;0.0007;81Br;81Br
35;82;Br;81.9168032;0.0000014;0;0;82Br;82Br
35;83;Br;82.9151756;0.0000041;0;0;83Br;83Br
35;84;Br;83.916496;0.000028;0;0;84Br;84Br
35;85;Br;84.9156458;0.0000033;0;0;85Br;85Br
35;86;Br;85.9188054;0.0000033;0;0;86Br;86Br
35;87;Br;86.920674;0.0000034;0;0;87Br;87Br
35;88;Br;87.9240833;0.0000034;0;0;88Br;88Br
35;89;Br;88.9267046;0.0000035;0;0;89Br;89Br
35;90;Br;89.9312928;0.0000036;0;0;90Br;90Br
35;91;Br;90.9343986;0.0000038;0;0;91Br;91Br
35;92;Br;91.9396316;0.0000072;0;0;92Br;92Br
35;93;Br;92.94313;0.00048;0;0;93Br;93Br
35;94;Br;93.9489;0.00435;0;0;94Br;94Br
35;95;Br;94.95301;0.00215;0;0;95Br;95Br
35;96;Br;95.95903;0.00325;0;0;96Br;96Br
35;97;Br;96.96344;0.00435;0;0;97Br;97Br
35;98;Br;97.96946;0.00435;0;0;98Br;98Br
36;69;Kr;68.96518;0.00435;0;0;69Kr;69Kr
36;70;Kr;69.95604;0.00215;0;0;70Kr;70Kr
36;71;Kr;70.95027;0.00014;0;0;71Kr;71Kr
36;72;Kr;71.9420924;0.0000086;0;0;72Kr;72Kr
36;73;Kr;72.9392892;0.0000071;0;0;73Kr;73Kr
36;74;Kr;73.933084;0.0000022;0;0;74Kr;74Kr
36;75;Kr;74.9309457;0.0000087;0;0;75Kr;75Kr
36;76;Kr;75.9259103;0.0000043;0;0;76Kr;76Kr
36;77;Kr;76.92467;0.0000021;0;0;77Kr;77Kr
36;78;Kr;77.92036494;0.00000076;0.00355;0.00003;78Kr;78Kr
36;79;Kr;78.9200829;0.0000038;0;0;79Kr;79Kr
36;80;Kr;79.91637808;0.00000075;0.02286;0.0001;80Kr;80Kr
36;81;Kr;80.9165912;0.0000015;0;0;81Kr;81Kr
36;82;Kr;81.91348273;0.00000094;0.11593;0.00031;82Kr;82Kr
36;83;Kr;82.91412716;0.00000032;0.115;0.00019;83Kr;83Kr
36;84;Kr;83.9114977282;0.0000000044;0.56987;0.00015;Kr;84Kr
36;85;Kr;84.9125273;0.0000021;0;0;85Kr;85Kr
36;86;Kr;85.9106106269;0.0000000041;0.17279;0.00041;86Kr;86Kr
36;87;Kr;86.91335476;0.00000026;0;0;87Kr;87Kr
36;88;Kr;87.9144479;0.0000028;0;0;88Kr;88Kr
36;89;Kr;88.9178355;0.0000023;0;0;89Kr;89Kr
36;90;Kr;89.9195279;0.000002;0;0;90Kr;90Kr
36;91;Kr;90.9238063;0.0000024;0;0;91Kr;91Kr
36;92;Kr;91.9261731;0.0000029;0;0;92Kr;92Kr
36;93;Kr;92.9311472;0.0000027;0;0;93Kr;93Kr
36;94;Kr;93.93414;0.000013;0;0;94Kr;94Kr
36;95;Kr;94.939711;0.00002;0;0;95Kr;95Kr
36;96;Kr;95.943017;0.000022;0;0;96Kr;96Kr
36;97;Kr;96.94909;0.00014;0;0;97Kr;97Kr
36;98;Kr;97.95243;0.00325;0;0;98Kr;98Kr
36;99;Kr;98.95839;0.00545;0;0;99Kr;99Kr
36;100;Kr;99.96237;0.00435;0;0;100Kr;100Kr
36;101;Kr;100.96873;0.00545;0;0;101Kr;101Kr
37;71;Rb;70.96532;0.00545;0;0;71Rb;71Rb
37;72;Rb;71.95908;0.00545;0;0;72Rb;72Rb
37;73;Rb;72.95053;0.00115;0;0;73Rb;73Rb
37;74;Rb;73.9442659;0.0000032;0;0;74Rb;74Rb
37;75;Rb;74.9385732;0.0000013;0;0;75Rb;75Rb
37;76;Rb;75.935073;0.000001;0;0;76Rb;76Rb
37;77;Rb;76.9304016;0.0000014;0;0;77Rb;77Rb
37;78;Rb;77.9281419;0.0000035;0;0;78Rb;78Rb
37;79;Rb;78.9239899;0.0000023;0;0;79Rb;79Rb
37;80;Rb;79.9225164;0.000002;0;0;80Rb;80Rb
37;81;Rb;80.9189939;0.0000053;0;0;81Rb;81Rb
37;82;Rb;81.918209;0.0000032;0;0;82Rb;82Rb
37;83;Rb;82.9151142;0.0000025;0;0;83Rb;83Rb
37;84;Rb;83.9143752;0.0000024;0;0;84Rb;84Rb
37;85;Rb;84.9117897379;0.0000000054;0.7217;0.0002;Rb;85Rb
37;86;Rb;85.91116743;0.00000021;0;0;86Rb;86Rb
37;87;Rb;86.909180531;0.000000006;0.2783;0.0002;87Rb;87Rb
37;88;Rb;87.91131559;0.00000017;0;0;88Rb;88Rb
37;89;Rb;88.9122783;0.0000059;0;0;89Rb;89Rb
37;90;Rb;89.9147985;0.000007;0;0;90Rb;90Rb
37;91;Rb;90.9165372;0.0000084;0;0;91Rb;91Rb
37;92;Rb;91.9197284;0.0000066;0;0;92Rb;92Rb
37;93;Rb;92.9220393;0.0000084;0;0;93Rb;93Rb
37;94;Rb;93.9263948;0.0000022;0;0;94Rb;94Rb
