formula	z	exactMW	u_exactMW
+H-C6H3N2O6S	1	-229.963905545049	4.7969969141168E-08
+H-C14H18N2O	1	-229.134636756249	6.4144484884654E-09
+H-C14H18ON2	1	-229.134636756249	6.4144484884654E-09
+H-C7H18O8	1	-229.092891084379	2.18076669310575E-08
+H-C14H14O3	1	-229.087017857609	8.24218947128783E-09
-H-C11H13ClO3	-1	-229.062598412021	1.29387388739481E-06
+H-C12H10N2O3	1	-229.061865737549	9.92892045092913E-09
+H-C6H14O9	1	-229.056505575029	2.45006107675954E-08
+H-C9H5F3SN2	1	-229.005277380279	6.9170332737713E-08
+H-C16H23N	1	-228.175773293399	3.43881343288211E-09
+H-C10H15O5N	1	-228.087746133409	1.39390972162805E-08
+H-C11H10F3NO	1	-228.064171982169	5.25870224873708E-08
+H-C14H12ClN	1	-228.058550620869	1.29385096498814E-06
+H-C10H9F2NO3	1	-228.047773026349	3.60126288839572E-08
+H-C9H11NO4S	1	-228.033602559319	4.61573772106687E-08
+H-C6H4BrN3S	1	-227.923654464289	0.000110485682026751
+H-C15H20N2	1	-227.155372201139	5.86035958377981E-09
-H-C9H16F2O4	-1	-227.108941771741	3.66425028378227E-08
-H-C6H11O7P	-1	-227.031516142261	2.88715975326937E-08
+H-C8H8N2O4S	1	-227.013201467059	4.64070491457987E-08
+H-C13H25NO2	1	-226.181252596999	6.49285276545676E-09
+H-C16H21N	1	-226.160123228939	3.33681702534787E-09
+H-C12H21NOS	1	-226.127109022909	4.49673902133844E-08
+H-C11H17O4N	1	-226.108481578299	1.13246980889779E-08
-H-C7H15NO7	-1	-226.092128277191	1.9293543318844E-08
+H-C11H17NO2S	1	-226.090723513559	4.52002494496468E-08
+H-C11H17SO2N	1	-226.090723513559	4.52002494496468E-08
+H-C11H18N2O3	1	-225.124465995389	1.00147257432087E-08
+H-C8H18O7	1	-225.097976464809	1.90963051442545E-08
+H-C10H14N2O4	1	-225.088080486039	1.22907829223904E-08
+H-C9H10N2O3S	1	-225.033936911949	4.58488996408359E-08
+H-C6H5F3N2O2S	1	-224.995106619419	6.93837857297812E-08
+H-C13H20ClN	1	-224.121150878709	1.29385172803668E-06
+H-C15H12FN	1	-224.088101101599	1.77295793707999E-08
+H-C14H11NO2	1	-224.071702145779	6.18392760004716E-09
+H-C11H9F2NO2	1	-224.052858406779	3.54956469189647E-08
+H-C7H6F3NO2S	1	-223.999857647219	6.92145464318073E-08
+H-C6H5Cl2NO2S	1	-223.934528490799	2.58808945182404E-06
+H-C16H32	1	-223.243124579039	2.8118318399217E-09
+H-C14H24O2	1	-223.170353560339	5.82468990425472E-09
-H-C12H14O2S	-1	-223.078727317081	4.51105759433531E-08
-H-C13H17O3	-1	-222.125045858941	8.31918943240388E-09
+H-C12H17NO3	1	-222.113566958729	8.7460220839849E-09
+H-C12H17O3N	1	-222.113566958729	8.7460220839849E-09
+H-C11H13NO4	1	-222.077181449379	1.12839414000224E-08
+H-C8H8F3NO3	1	-222.038351156849	5.31439671460452E-08
+H-C10H9NO3S	1	-222.023037875289	4.55900362474216E-08
+H-C10H9SO3N	1	-222.023037875289	4.55900362474216E-08
+H-C7H10ClNO3S	1	-221.999715589519	1.29465055977562E-06
+H-C6H10SO4NP	1	-221.999539525509	5.09945132327351E-08
+H-C12H14O4	1	-221.081932477179	1.09402729304874E-08
+H-C8H14O7	1	-221.066676335889	1.90704378235836E-08
-H-C7H8O8	-1	-221.029193666721	2.1768396049896E-08
+H-C15H27N	1	-220.207073422319	3.66129376492396E-09
+H-C13H16FNO	1	-220.114315850089	1.79607159558983E-08
+H-C13H16FON	1	-220.114315850089	1.79607159558983E-08
+H-C13H16ClN	1	-220.089850749789	1.29385129564256E-06
+H-C8H15NO6	1	-220.082660752979	1.66020814016834E-08
+H-C12H15SON	1	-220.080158829529	4.49487243562923E-08
+H-C10H11F4N	1	-220.075485557559	6.99760734365702E-08
+H-C12H12ClNO	1	-220.053465240439	1.29385382222974E-06
+H-C10H7NO3S	1	-220.007387810829	4.55875097117552E-08
+H-C8H3ClF3NO	1	-219.978249438559	1.29491553473336E-06
+H-C6H7S2O4N	1	-219.974373604799	9.02252256139934E-08
-H-C12H14N2O2	-1	-219.112804151541	7.92462605037199E-09
+H-C12H13FN2O	1	-219.093914757829	1.85863186041844E-08
+H-C12H13FON2	1	-219.093914757829	1.85863186041844E-08
+H-C11H12N2O3	1	-219.077515802009	9.94547896185245E-09
+H-C12H12O4	1	-219.066282412719	1.09222096318387E-08
-H-C7H6O8	-1	-219.013543602261	2.17623480860249E-08
+H-C14H18FN	1	-218.135051294979	1.7768516105644E-08
-H-C13H15NO2	-1	-218.117555179341	6.28684446727703E-09
+H-C12H13O3N	1	-218.082266829809	8.69318405454485E-09
+H-C11H13SN3	1	-218.075742154359	4.55556127384564E-08
+H-C6H12Cl3ON	1	-217.991170604439	3.88154473870509E-06
+H-C8H7Cl2NO2	1	-217.978107380859	2.5877023857181E-06
+H-C6H4BrSO2	1	-217.904261690139	0.000110485681841134
-H-C11H20O4	-1	-217.143435575201	1.10420734882538E-08
+H-C14H18O2	1	-217.123403366959	5.65265156560185E-09
-H-C14H16O2	-1	-217.122306207141	5.65265156560185E-09
+H-C6H18O8	1	-217.092891084379	2.18076669310575E-08
+H-C9H14O6	1	-217.071761716319	1.63573692122185E-08
+H-C12H10O2S	1	-217.032874283519	4.50974426801105E-08
+H-C14H19NO	1	-216.139387784049	4.23116695187634E-09
+H-C14H19ON	1	-216.139387784049	4.23116695187634E-09
+H-C12H15N3O	1	-216.114235663989	8.92172799444801E-09
+H-C12H15ON3	1	-216.114235663989	8.92172799444801E-09
+H-C13H15NO2	1	-216.103002274699	6.2474616978478E-09
+H-C13H15O2N	1	-216.103002274699	6.2474616978478E-09
+H-C3H6O2-C6H9NO3	1	-216.087746133409	1.39390972162805E-08
+H-C9H15NO3S	1	-216.069988068669	4.56019451729689E-08
+H-C12H8ClNO	1	-216.022165111519	1.2938535933156E-06
+H-C6H8BrN3O	1	-215.977798038379	0.000110485672994742
+H-C7H4ClSO3N	1	-215.952765396139	1.29465033100235E-06
+H-C10H16O5	1	-215.092497161209	1.36635858589651E-08
+H-C6H16O8	1	-215.077241019919	2.17955911193137E-08
+H-C9H12O6	1	-215.056111651859	1.63452934814004E-08
+H-C7H11F3O4	1	-215.053666868679	5.35594368492252E-08
-H-C7H7BrN2O	-1	-214.981451906361	0.000110485672817824
+H-C15H21N	1	-214.160123228939	3.33681702534787E-09
+H-C14H17NO	1	-214.123737719589	4.16453118526442E-09
+H-C10H14ClNO2	1	-214.064029924469	1.29386254652511E-06
+H-C10H8F3NO	1	-214.048521917709	5.25845192211493E-08
+H-C8H9NO4S	1	-214.017952494859	4.61541687126327E-08
+H-C8H9SO4N	1	-214.017952494859	4.61541687126327E-08
+H-C7H18O7	1	-213.097976464809	1.90963051442545E-08
+H-C10H14O5	1	-213.076847096749	1.36467157910477E-08
+H-C8H11ClN4O	1	-213.054862221499	1.29389922025441E-06
+H-C8H10N2O5	1	-213.051694976689	1.47269353879856E-08
-H-C6H9ClO6	-1	-213.016042141811	1.29395072414112E-06
+H-C8H7ClN2O3	1	-213.007243322859	1.29388550262123E-06
+H-C7H7BrN2O	1	-212.966899001719	0.000110485672816782
-H-C7H5BrN2O	-1	-212.965801841901	0.000110485672816782
+H-C15H19N	1	-212.144473164479	3.24177050191505E-09
+H-C14H15NO	1	-212.108087655129	4.10483669631125E-09
+H-C10H15O4N	1	-212.092831513839	1.13028824251535E-08
+H-C6H15SO5N	1	-212.059817307809	4.68810896648049E-08
+H-C9H11NO3S	1	-212.038687939749	4.55932844446965E-08
-H-C7H5O5N3	-1	-212.030196724611	1.59915482511659E-08
+H-C7H7N3O3S	1	-212.013535819689	4.62706017663798E-08
+H-C7H7ClF3NO	1	-212.009549567479	1.29491563638955E-06
+H-C4H8NPO5S	1	-211.978804080619	5.1640298097163E-08
-H-C14H26O	-1	-211.205641909871	3.6594222791159E-09
-H-C9H22SO3	-1	-211.136242194491	4.55459508449775E-08
+H-C12H12N4	1	-211.098919952159	1.1246803583591E-08
+H-C7H16O7	1	-211.082326400349	1.9082513603476E-08
-H-C14H10O2	-1	-211.075356013761	5.52904058504394E-09
+H-C6H2-3(OCH3)-OCOH	1	-211.061197032289	1.36322391165174E-08
+H-C10H12O5	1	-211.061197032289	1.36322391165174E-08
-H-C10H10O5	-1	-211.060099872471	1.36322391165174E-08
+H-C6H12O8	1	-211.045940890999	2.17759536426054E-08
+H-C8H8N2O3S	1	-211.018286847489	4.58460284638443E-08
+H-C6H7F3N2OS	1	-211.015842064309	6.92249461831743E-08
+H-C5H9O7P	1	-211.001313173159	2.88601968664509E-08
-H-C5H7O5PS	-1	-210.982457948601	5.1565495762412E-08
+H-C9H17N5O	1	-210.136033737309	1.43382690135051E-08
+H-C11H17NO3	1	-210.113566958729	8.7460220839849E-09
+H-C14H13NO	1	-210.092437590669	4.05239024597597E-09
+H-C6H2-3(CH3)-SO2-C2H4	1	-210.071999444669	4.51079313575528E-08
+H-C11H14ClON	1	-210.069115304899	1.29385397483915E-06
+H-C9H9NO3S	1	-210.023037875289	4.55900362474216E-08
+H-C5H7PO6-NH3	1	-210.017297590249	2.72905880962708E-08
+H-C14H26O	1	-209.191089005229	3.5405841638754E-09
+H-C9H10N2O2S	1	-209.039022292379	4.54439556964138E-08
+H-C7H6ClF3N2	1	-209.009883920109	1.29492183219616E-06
+H-C5H7O5PS	1	-208.967905043959	5.15632620176564E-08
-H-C13H18FN	-1	-208.149604199621	1.77851771828149E-08
+H-C12H19NO2	1	-208.134302403619	6.33118212795544E-09
+H-C11H15NO3	1	-208.097916894269	8.71775582382846E-09
+H-C10H11NO4	1	-208.061531384919	1.12678895101697E-08
-H-C10H9NO4	-1	-208.060434225101	1.12678895101697E-08
+H-C9H11SON3	1	-208.055006709469	4.56327245544032E-08
+H-C9H8ClN3O	1	-208.028313120379	1.29387784140613E-06
+H-C6H3Cl2SO2	1	-207.915804421909	2.58808791745421E-06
-H-C12H16O2N	-1	-207.125380211571	6.30840019220743E-09
+H-C9H20O5	1	-207.123797290129	1.37044695661135E-08
-H-C12H14O3	-1	-207.101570762251	8.27009153058703E-09
+H-C8H16O6	1	-207.087411780779	1.63714463071689E-08
-H-C6H6N8O	-1	-207.073733300711	2.25782462212869E-08
-H-C11H10O4	-1	-207.065185252901	1.09222096318387E-08
+H-C12H17NO2	1	-206.118652339159	6.28684446727703E-09
+H-C12H17O2N	1	-206.118652339159	6.28684446727702E-09
+H-C8H17NO5	1	-206.103396197869	1.3956792858482E-08
+H-C8H17O5N	1	-206.103396197869	1.3956792858482E-08
+H-C12H14FNO	1	-206.098665785629	1.79478854187557E-08
-H-C8H13O6	-1	-206.078489588731	1.63641578947766E-08
+H-C10H10ClN3	1	-206.049048565269	1.29387508595551E-06
+H-C7H10ClNO2S	1	-206.004800969949	1.29463628229645E-06
+H-C10H6ClNO2	1	-206.001429666629	1.29386208869987E-06
+H-C13H18O2	1	-205.123403366959	5.65265156560185E-09
-H-C12H12O3	-1	-205.085920697791	8.24218947128783E-09
+H-C8H14O6	1	-205.071761716319	1.63573692122185E-08
+H-C10H10N2O3	1	-205.061865737549	9.92892045092913E-09
-H-C10H8N2OS	-1	-205.043010512991	4.51992479580682E-08
-H-C7H8O7	-1	-205.034279047151	1.9051446133343E-08
+H-C9H6N2O4	1	-205.025480228199	1.22424923602242E-08
+H-C13H19NO	1	-204.139387784049	4.23116695187634E-09
+H-C13H16FN	1	-204.119401230519	1.77536931330047E-08
+H-C11H11NO3	1	-204.066616765349	8.67233817954793E-09
+H-C8H3F4NO	1	-204.007799919289	7.00232442427826E-08
+H-C7H8ClNO2S	1	-203.989150905489	1.29463618061833E-06
+H-C6H5Cl2N3O	1	-203.973690705689	2.58771019222761E-06
+H-C15H24	1	-203.180524321199	2.0861978167161E-09
+H-C8H16N2O4	1	-203.103730550499	1.23095114236513E-08
+H-C11H9FN2O	1	-203.062614628909	1.85686041030743E-08
+H-C8H12O6	1	-203.056111651859	1.63452934814004E-08
+H-C8H6Cl2O2	1	-202.967208344199	2.58770085270844E-06
+H-C8H3Cl3	1	-202.922756690369	3.88154265194117E-06
+H-C13H17ON	1	-202.123737719589	4.16453118526442E-09
+H-C13H17NO	1	-202.123737719589	4.16453118526442E-09
+H-C9H17NO4	1	-202.108481578299	1.13246980889779E-08
+H-C11H13N3O	1	-202.098585599529	8.89771952857669E-09
+H-C12H13O2N	1	-202.087352210239	6.21312804216789E-09
+H-C12H13NO2	1	-202.087352210239	6.21312804216789E-09
+H-C10H12F3N	1	-202.084907427059	5.25198088987331E-08
+H-C7H13O4N3	1	-202.083329458239	1.37867646539235E-08
+H-C8H13O5N	1	-202.072096068949	1.39237428016757E-08
+H-C9H8F3NO	1	-202.048521917709	5.25845192211493E-08
+H-C8H4F3O2N	1	-202.012136408359	5.27918901406489E-08
-H-C12H24O2	-1	-201.184906464981	5.89209891160842E-09
+H-C9H18N2O3	1	-201.124465995389	1.00147257432087E-08
+H-C13H14O2	1	-201.092103238039	5.56463820412326E-09
-H-C13H9FO	-1	-201.071019524691	1.77120147554911E-08
+H-C5H8Cl2O4	1	-200.972687647799	2.58771803427957E-06
+H-C11H23NO2	1	-200.165602532539	6.43430097030177E-09
+H-C14H19N	1	-200.144473164479	3.24177050191505E-09
+H-C13H15NO	1	-200.108087655129	4.10483669631125E-09
+H-C9H9Cl2N	1	-200.003928206179	2.58769671573454E-06
+H-C10H24N4	1	-199.192820338919	1.13950565394621E-08
+H-C9H16N2O3	1	-199.108815930929	9.98840262384603E-09
+H-C7H12N4O3	1	-199.083663810869	1.38936629776294E-08
+H-C6H16O7	1	-199.082326400349	1.9082513603476E-08
-H-C6H14O7	-1	-199.081229240531	1.9082513603476E-08
+H-C9H12O5	1	-199.061197032289	1.36322391165174E-08
-H-C9H10O5	-1	-199.060099872471	1.36322391165174E-08
+H-C7H8N2O5	1	-199.036044912229	1.4717994209609E-08
+H-C7H6NO4S	1	-198.994477398169	4.61506925880412E-08
+H-C8H9BrO	1	-198.976401057319	0.000110485672675843
+H-C10H17NO3	1	-198.113566958729	8.7460220839849E-09
+H-C12H13N3	1	-198.103670979959	8.47205494680311E-09
+H-C9H13O4N	1	-198.077181449379	1.12839414000224E-08
+H-C12HH8NS	1	-198.038294016579	4.48542988458535E-08
+H-C8H10BrN	1	-197.992385474409	0.000110485672678511
+H-C8H22O5	1	-197.139447354589	1.37284619316249E-08
+H-C15H18	1	-197.133574127819	1.5419722993119E-09
+H-C13H14N2	1	-197.108422007759	5.7240003707459E-09
+H-C9H14N2O3	1	-197.093165866469	9.96531285672331E-09
+H-C10H14O4	1	-197.081932477179	1.09402729304874E-08
-H-C10H12O4	-1	-197.080835317361	1.09402729304874E-08
+H-C7H10N4O3	1	-197.068013746409	1.38818147400179E-08
+H-C6H14O7	1	-197.066676335889	1.90704378235836E-08
+H-C9H10O5	1	-197.045546967829	1.36201634670857E-08
+H-C7H9F3O3	1	-197.043102184649	5.30712842286618E-08
+H-C10H15NO3	1	-196.097916894269	8.71775582382846E-09
+H-C13H11NO	1	-196.076787526209	4.00747641289791E-09
+H-C9H11O4N	1	-196.061531384919	1.12678895101697E-08
+H-C10H13O2S	1	-196.056349380209	4.51031889533323E-08
+H-C10H12ClNO	1	-196.053465240439	1.29385382222974E-06
+H-C9H9O3S	1	-196.019963870859	4.55039334758905E-08
+H-C8H7SO3N	1	-196.007387810829	4.55875097117552E-08
+H-C9H8ClSN	1	-195.999321666349	1.29462475852073E-06
+H-C7H4BrNO	1	-195.940349900599	0.00011048567270929
+H-C13H24O	1	-195.175438940769	3.4272319906938E-09
-H-C11H14O3	-1	-195.101570762251	8.27009153058703E-09
+H-C7H16O6	1	-195.087411780779	1.63714463071689E-08
-H-C14H10O	-1	-195.080441394191	2.89641095640296E-09
+H-C10H13ClN2	1	-195.069449657529	1.2938601312188E-06
+H-C10H12O4	1	-195.066282412719	1.09222096318387E-08
-H-C10H10O4	-1	-195.065185252901	1.09222096318387E-08
-H-C6H10O7	-1	-195.049929111611	1.90600810657101E-08
+H-C5H9O6P	1	-195.006398553589	2.71439291911096E-08
-H-C5H7O6P	-1	-195.005301393771	2.71439291911096E-08
-H-C5H7PO6	-1	-195.005301393771	2.71439291911096E-08
+H-C11H17O2N	1	-194.118652339159	6.28684446727702E-09
+H-C14H13N	1	-194.097522971099	3.00469115186856E-09
-H-C9H7NO4	-1	-194.044784160641	1.12547391173496E-08
+H-C7H11Cl2NO	1	-194.014492890209	2.58769820158814E-06
+H-C7H5ClF3N	1	-193.998984883449	1.29491271795559E-06
+H-C12H18O2	1	-193.123403366959	5.65265156560185E-09
+H-C11H14O3	1	-193.087017857609	8.24218947128783E-09
+H-C7H14O6	1	-193.071761716319	1.63573692122185E-08
+H-C10H10O4	1	-193.050632348259	1.09071340315437E-08
+H-C6H10O7	1	-193.035376206969	1.9051446133343E-08
+H-C9H7ClON2	1	-193.017414083719	1.29386264507137E-06
+H-C8H6N2O2S	1	-193.007722163459	4.54388862395849E-08
+H-C5H7O6P	1	-192.990748489129	2.71396854921005E-08
+H-C5H7PO6	1	-192.990748489129	2.71396854921005E-08
+H-C5H7ClN2O2S	1	-192.984399877689	1.29464522690249E-06
-H-C6H2Cl2SO	-1	-192.927617674751	2.58808364016996E-06
+H-C12H19NO	1	-192.139387784049	4.23116695187634E-09
+H-C11H15NO2	1	-192.103002274699	6.2474616978478E-09
+H-C6H11O6N	1	-192.051360624059	1.65782776477133E-08
-H-C10H9NOS	-1	-192.047761540791	4.49399377408836E-08
-H-C13H18O	-1	-191.143041652031	3.21927618992172E-09
+H-C9H20O4	1	-191.128882670559	1.10122298377965E-08
+H-C11H16N2O	1	-191.118986691789	6.37327268171875E-09
+H-C10H12N2O2	1	-191.082601182439	7.8704550594505E-09
+H-C11H12O3	1	-191.071367793149	8.21819802200475E-09
+H-C7H12O6	1	-191.056111651859	1.63452934814004E-08
+H-C9H8SON2	1	-191.028457608349	4.51963355108256E-08
+H-C5H8N2O4S	1	-191.013201467059	4.64070491457987E-08
+H-C12H17NO	1	-190.123737719589	4.16453118526442E-09
+H-C6H13SO2N3	1	-190.065571393499	4.5879065412522E-08
+H-C9H9N3O2	1	-190.062200090179	1.00345565548441E-08
+H-C6H6ClSO2N	1	-189.973500841029	1.29463610435973E-06
+H-C10H22O3	1	-189.149618115449	8.37684322445219E-09
+H-C13H18O	1	-189.128488747389	3.12592008205731E-09
-H-C13H16O	-1	-189.127391587571	3.12592008205731E-09
+H-C9H18O4	1	-189.113232606099	1.09853012326867E-08
+H-C8H18N2OS	1	-189.106707930649	4.52181742927082E-08
+H-C11H14N2O	1	-189.103336627329	6.3370243830889E-09
-H-C12H12O2	-1	-189.091006078221	5.56463820412326E-09
+H-C10H10N2O2	1	-189.066951117979	7.84952051930938E-09
+H-C10H10O2N2	1	-189.066951117979	7.84952051930938E-09
+H-C7H7ClO2S	1	-188.978251868829	1.29463311010044E-06
+H-C7H4Cl2O2	1	-188.951558279739	2.58770082727347E-06
+H-C12H15NO	1	-188.108087655129	4.10483669631125E-09
+H-C12H15ON	1	-188.108087655129	4.10483669631125E-09
+H-C8H15O4N	1	-188.092831513839	1.13028824251535E-08
+H-C11H11O2N	1	-188.071702145779	6.18392760004716E-09
+H-C11H11NO2	1	-188.071702145779	6.18392760004716E-09
-H-C11H9NO2	-1	-188.070604985961	6.18392760004716E-09
+H-C10H8FN3	1	-188.062948981539	1.94034318598911E-08
+H-C8H6F3NO	1	-188.032871853249	5.2582641693277E-08
+H-C8H9ClFNO	1	-188.028393306479	1.29397169342586E-06
+H-C7H8FNO2S	1	-188.018701386219	4.84443861550822E-08
+H-C10H20O3	1	-187.133968050989	8.33746493171087E-09
+H-C9H16O4	1	-187.097582541639	1.09613091570868E-08
+H-C10H8N2O2	1	-187.051301053519	7.83273260205161E-09
+H-C8H12OS2	1	-187.025680902809	8.95686426393E-08
+H-C7H8O6	1	-187.024811522939	1.63271631389388E-08
+H-C8H9ClO3	1	-187.016745378459	1.29387346772536E-06
+H-C4H4N4O3S	1	-186.993134727429	4.68577694155746E-08
+H-C6H2Cl2N2O	1	-186.947141604569	2.58770259078075E-06
+H-C13H17N	1	-186.128823100019	3.15430217409111E-09
+H-C11H9NO2	1	-186.056052081319	6.15993337210973E-09
+H-C7H10ClN3O	1	-186.043963184839	1.29387794314385E-06
+H-C7H9NO3S	1	-186.023037875289	4.55900362474216E-08
+H-C6H5SO4N	1	-185.986652365939	4.61498903682602E-08
+H-C7H6ClNOS	1	-185.978586221459	1.29462753779547E-06
+H-C12H26O	1	-185.191089005229	3.5405841638754E-09
+H-C11H22O2	1	-185.154703495879	5.76220560803159E-09
+H-C10H18O3	1	-185.118317986529	8.30186477003335E-09
+H-C13H14O	1	-185.097188618469	2.96379907890132E-09
-H-C13H12O	-1	-185.096091458651	2.96379907890132E-09
+H-C11H10N2O	1	-185.072036498409	6.27964003907605E-09
+H-C8H11ClN2O	1	-185.048714212639	1.29386284854919E-06
+H-C8H10O5	1	-185.045546967829	1.36201634670857E-08
+H-C8H5F3N2	1	-185.033206205879	5.27351570974371E-08
+H-C9H8Cl2	1	-184.993029169519	2.58769517636277E-06
+H-C4H11O2PS2	1	-184.986532488569	9.22748248004946E-08
+H-C6H4SO4N	1	-184.978827333709	4.61492664099006E-08
+H-C13H15N	1	-184.113173035559	3.07505878249822E-09
+H-C9H15NO3	1	-184.097916894269	8.71775582382846E-09
+H-C5H15SO4N	1	-184.064902688239	4.61659321152666E-08
+H-C8H11NO4	1	-184.061531384919	1.12678895101697E-08
+H-C11H7NO2	1	-184.040402016859	6.14120638205487E-09
+H-C7H7NO3S	1	-184.007387810829	4.55875097117552E-08
+H-C3H8NO6P	1	-184.001647525789	2.72857641687474E-08
+H-C11H24N2	1	-183.186672330059	5.97712258383898E-09
-H-C12H22O	-1	-183.174341780951	3.4272319906938E-09
+H-C7H20O5	1	-183.123797290129	1.37044695661135E-08
+H-C6H16O6	1	-183.087411780779	1.63714463071689E-08
+H-C9H12O4	1	-183.066282412719	1.09222096318387E-08
-H-C9H10O4	-1	-183.065185252901	1.09222096318387E-08
+H-C8H6F2N2O	1	-183.037542694949	3.55101298705547E-08
+H-C8H8O5	1	-183.029896903369	1.36104952335438E-08
+H-C11H21ON	1	-182.155037848509	4.30442163922348E-09
-H-C10H15O2N	-1	-182.117555179341	6.28684446727702E-09
+H-C8H13N3O2	1	-182.093500219099	1.00672988518225E-08
+H-C9H13NO3	1	-182.082266829809	8.69318405454485E-09
+H-C12H9NO	1	-182.061137461749	3.9703508391752E-09
+H-C5H14NO4P	1	-182.058768480029	2.44463952741612E-08
-H-C7H7N3O3	-1	-182.056017549931	1.17328945358843E-08
+H-C6H2-3(CH3)-SO2	1	-182.040699315749	4.50991757602536E-08
+H-C9H10ClNO	1	-182.037815175979	1.29385369505523E-06
+H-C8H9NO2S	1	-182.028123255719	4.51827723375115E-08
+H-C6H5N3O4	1	-182.020729200399	1.37485195621713E-08
+H-C6H5O4N3	1	-182.020729200399	1.37485195621713E-08
+H-C12H22O	1	-181.159788876309	3.31992772610171E-09
-H-C9H16N4	-1	-181.144772985721	1.13080843107448E-08
+H-C9H14N2O2	1	-181.098251246899	7.8955032388414E-09
+H-C10H14O3	1	-181.087017857609	8.24218947128783E-09
-H-C10H12O3	-1	-181.085920697791	8.24218947128783E-09
+H-C6H14O6	1	-181.071761716319	1.63573692122185E-08
-H-C6H12O6	-1	-181.070664556501	1.63573692122185E-08
+H-C9H10O4	1	-181.050632348259	1.09071340315437E-08
-H-C10H9ClO	-1	-181.041469043961	1.29385072442023E-06
+H-C10H15NO2	1	-180.103002274699	6.2474616978478E-09
+H-C10H12FNO	1	-180.083015721169	1.79368805106422E-08
+H-NO2-C6H3-2(CH3)-OCH2	1	-180.066616765349	8.67233817954793E-09
+H-C7H7N3O3	1	-180.041464645289	1.17230734395185E-08
+H-C12H20O	1	-179.144138811849	3.21927618992172E-09
+H-C8H20O4	1	-179.128882670559	1.10122298377965E-08
+H-C11H16O2	1	-179.107753302499	5.60588306928244E-09
+H-C14H12	1	-179.086623934439	9.977467819077E-10
+H-C6H16N2O2S	1	-179.085972485759	4.54569888465217E-08
+H-C10H12O3	1	-179.071367793149	8.21819802200475E-09
-H-C10H10O3	-1	-179.070270633331	8.21819802200475E-09
+H-C7H8N4O2	1	-179.057449062379	1.24688820337087E-08
+H-C6H12O6	1	-179.056111651859	1.63452934814004E-08
-H-C6H10O6	-1	-179.055014492041	1.63452934814004E-08
+H-C9H8O4	1	-179.034982283799	1.08950585319328E-08
+H-C7H7F3O2	1	-179.032537500619	5.27196581686542E-08
+H-C10H9ClO	1	-179.026916139319	1.29385060996289E-06
+H-C11H17NO	1	-178.123737719589	4.16453118526442E-09
+H-C11H17ON	1	-178.123737719589	4.16453118526442E-09
-H-C11H15NO	-1	-178.122640559771	4.16453118526442E-09
+H-C7H17NO4	1	-178.108481578299	1.13246980889779E-08
-H-C7H15NO4	-1	-178.107384418481	1.13246980889779E-08
+H-C11H14FN	1	-178.103751166059	1.77407128722951E-08
+H-C10H13O2N	1	-178.087352210239	6.21312804216789E-09
+H-C10H13NO2	1	-178.087352210239	6.21312804216789E-09
-H-C7H7ON5	-1	-178.072336319651	1.42830782430378E-08
+H-C9H9O3N	1	-178.050966700889	8.65524511996344E-09
-H-C6H11NOS2	-1	-178.035482779651	8.96134722824862E-08
+H-C7H5F4N	1	-178.028535364179	6.99711352175649E-08
-H-C12H16O	-1	-177.127391587571	3.12592008205731E-09
+H-C11H14O2	1	-177.092103238039	5.56463820412326E-09
+H-C6H14N2O2S	1	-177.070322421299	4.54519208433386E-08
+H-C9H10N2O2	1	-177.066951117979	7.84952051930938E-09
+H-C4H12F2O5	1	-177.058003357749	3.75211155801221E-08
+H-C10H10O3	1	-177.055717728689	8.19815151537905E-09
+H-C9H10N2S	1	-177.049193053239	4.51173837693119E-08
+H-C6H10O6	1	-177.040461587399	1.63352235532098E-08
-H-C6H8O6	-1	-177.039364427581	1.63352235532098E-08
+H-C8H6N2OS	1	-177.012807543889	4.51941510522241E-08
+H-C10H7ClO	1	-177.011266074859	1.29385052094051E-06
+H-C10H15N3	1	-176.119321044419	8.49726618503583E-09
+H-C11H15NO	1	-176.108087655129	4.10483669631125E-09
+H-C6H13N2O2S	1	-176.062497389069	4.54496581594599E-08
+H-C6H13SO2N2	1	-176.062497389069	4.54496581594599E-08
+Li-C5H14NO4P	1	-176.050590075659	3.99329505354179E-08
+H-C5H11N3O2S	1	-176.049921329039	4.58751200938016E-08
+H-C9H7NO3	1	-176.035316636429	8.64192714415085E-09
+H-C7H6F3NO	1	-176.032871853249	5.2582641693277E-08
+H-C9H20O3	1	-175.133968050989	8.33746493171087E-09
-H-C9H18O3	-1	-175.132870891171	8.33746493171087E-09
+H-C12H16O	1	-175.112838682929	3.04053147061096E-09
+H-C7H16N2O3	1	-175.108815930929	9.98840262384603E-09
+H-C8H16O4	1	-175.097582541639	1.09613091570868E-08
+H-C7H12O5	1	-175.061197032289	1.36322391165174E-08
-H-C7H10O5	-1	-175.060099872471	1.36322391165174E-08
+H-C6H12SO2N2	1	-175.054672356839	4.54475763907977E-08
+H-C6H12N2O2S	1	-175.054672356839	4.54475763907977E-08
+H-C9H8N2O2	1	-175.051301053519	7.83273260205161E-09
+H-C6H8O6	1	-175.024811522939	1.63271631389388E-08
-H-C6H6O6	-1	-175.023714363121	1.63271631389388E-08
-H-C10H6OS	-1	-175.021212439671	4.48479093220113E-08
+H-C7H6Cl2O	1	-174.972293724629	2.58769656683596E-06
+H-C11H13NO	1	-174.092437590669	4.05239024597597E-09
